Locus_tag	Gene_name	Gene_type	Location	EBSS_rep1	EBSS_rep2	WTM_rep1	WTM_rep2
SL1344_0921	msbA	CDS	chromosome	2367.50	1870.50	3269.50	2902
SL1344_0922	lpxK	CDS	chromosome	1008.50	810	1407	1379
SL1344_0923	ycaQ	CDS	chromosome	465	380	547.50	444
SL1344_0924	ycaR	CDS	chromosome	1126	737	1834	1527.75
SL1344_0925	kdsB	CDS	chromosome	1243	933	1870	1852.25
SL1344_0926	STM0989	CDS	chromosome	397	327	512	516
SL1344_0927	ycbC	CDS	chromosome	241	186	320	293
SL1344_0928	smtA	CDS	chromosome	860.50	769	1499.50	1289
SL1344_0929	mukF	CDS	chromosome	1562.50	1309.50	2346	2128.50
SL1344_0930	mukE	CDS	chromosome	1485	1014.50	1924	1606.50
SL1344_0931	mukB	CDS	chromosome	10462	8104	13052.50	11183
SL1344_0932	ycbB	CDS	chromosome	2819	2200	4125	3624
SL1344_0933	ycbK	CDS	chromosome	3722	3159	4322.50	3747
SL1344_0934	ycbL	CDS	chromosome	3146	2673	3656.50	3557
SL1344_0935	aspC	CDS	chromosome	5744	3703	9554	8942
SL1344_0936	ompF	CDS	chromosome	8812	5024	16099	12469
SL1344_0937	asnCa	CDS	chromosome	9139	5808	12732	11707
SL1344_0938	STM1001	CDS	chromosome	468	300	552	501
SL1344_0939	dpaL	CDS	chromosome	113	82	109	114
SL1344_0940	STM1003	CDS	chromosome	62	60	72	64
SL1344_0941	pncB	CDS	chromosome	1186	811	1614	1409
SL1344_0942	STM1005	CDS	prophage	2759	1875	4213.50	3656
SL1344_0943	STM1006	CDS	prophage	30.75	17.50	24.75	28.75
SL1344_0944	STM1007	CDS	prophage	16.25	8.50	12.75	19.75
SL1344_0945	STM1008	CDS	prophage	65.75	46	75.25	64.75
SL1344_0946	recEa	CDS	prophage	67.75	59.50	85.75	83.25
SL1344_0947	STM1010	CDS	prophage	31.50	14	26	30
SL1344_0948	STM2630	CDS	prophage	15.50	5.75	9.50	11
SL1344_0949	STM1011	CDS	prophage	19.50	3.75	24.50	20
SL1344_0950	STM1012	CDS	prophage	1367	862	2002	1656
SL1344_0951	C1	CDS	prophage	37	28.50	37	49.50
SL1344_0952	STM2626	CDS	prophage	60.50	32	66.50	46.50
SL1344_0953	STM1015	CDS	prophage	24.50	21	30	31
SL1344_0954	STM2624	CDS	prophage	13	17.50	28	21.50
SL1344_0955	STM2623	CDS	prophage	120	69.50	211.50	186
SL1344_0956	STM2622	CDS	prophage	2508	1305	4028	4334
SL1344_0957	STM1019	CDS	prophage	1319.50	791	1495	1429
SL1344_0958	STM1020	CDS	prophage	253.50	182	261	257.50
SL1344_0959	ninG	CDS	prophage	16.75	24.50	28.50	26
SL1344_0960	SL1344_0960	CDS	prophage	9.25	5.50	7	7
SL1344_0961	STM1022	CDS	prophage	156	107.50	188	181
SL1344_0962	STM1023	CDS	prophage	1227	762	1801	1733
SL1344_0963	STM1024	CDS	prophage	2	3	2	3
SL1344_0964	STM1025	CDS	prophage	450	299	566	499
SL1344_0965	gtgA	CDS	prophage	412	224.50	459.50	422.50
SL1344_0965A	STM2613	CDS	prophage	22.75	18.75	22.75	19.50
SL1344_0966	nucD	CDS	prophage	39.50	28.75	67.75	52
SL1344_0967	STM1029	CDS	prophage	23.75	16	29	14.50
SL1344_0968	STM1030	CDS	prophage	91.50	50.50	92	102
SL1344_0969	STM1031	CDS	prophage	269.50	216.50	326	301
SL1344_0971	STM1032	CDS	prophage	301	248	352	375.50
SL1344_0972	STM1033	CDS	prophage	473	447	613	540.50
SL1344_0973	STM1034	CDS	prophage	28.50	30.50	49	30
SL1344_0974	STM1035	CDS	prophage	32	32	43.50	36.50
SL1344_0975	STM1036	CDS	prophage	90.50	72.50	80	65.50
SL1344_0976	STM1037	CDS	prophage	88	69	89.50	78
SL1344_0977	STM1038	CDS	prophage	98.50	91.50	112	123.50
SL1344_0978	STM1039	CDS	prophage	91.50	76.50	107	103.50
SL1344_0979	STM1040	CDS	prophage	38.50	26	38.50	35.50
SL1344_0980	STM1041	CDS	prophage	785	635	969	838
SL1344_0981	STM1042	CDS	prophage	111	82	175	99
SL1344_0982	STM1043	CDS	prophage	313	232	373	343
SL1344_0983	sodCa	CDS	prophage	12134	11501	8679	6246
SL1344_0984	STM1045	CDS	prophage	158.50	110	180.50	208.50
SL1344_0985	STM1046	CDS	prophage	86.50	94.50	132.50	86.50
SL1344_0986	STM1047	CDS	prophage	75	64.50	94	83
SL1344_0987	STM1048	CDS	prophage	437	358.50	600	485.50
SL1344_0988	STM1049	CDS	prophage	118.50	119.17	118.67	106.50
SL1344_0989	STM1050	CDS	prophage	57	41.50	83.50	64
SL1344_0990	SL1344_0990	CDS	prophage	15	6	14	16
SL1344_0991	sseI	CDS	prophage	8534	10040.83	4266.67	3234
SL1344_0992	STM1052	CDS	prophage	1658	2175	957	710
SL1344_0993	STM1053	CDS	prophage	50	35	32	30
SL1344_0994	STM1054	CDS	prophage	182	146	240.50	209.50
SL1344_0995	gtgE	CDS	prophage	1398	1077.50	1917.50	1549.50
SL1344_0996	gtgF	CDS	prophage	70	40	62	102
SL1344_0997	pepN	CDS	chromosome	6356	4632	9828	8121
SL1344_0998	pyrD	CDS	chromosome	564	406	692	613
SL1344_0999	ycbW	CDS	chromosome	2327	1435	3552	3141
SL1344_1000	STM1060	CDS	chromosome	640	521	1167	1087
SL1344_1001	rlmL	CDS	chromosome	1595.50	1163	2094.50	1827.50
SL1344_1002	uup	CDS	chromosome	2029	1454.50	2445	2022
SL1344_1003	pqiA	CDS	chromosome	1319.50	1104	1970.50	1638
SL1344_1004	pqiB	CDS	chromosome	1918	1449.50	2405	2029
SL1344_1005	ymbA	CDS	chromosome	649	530	955	784.50
SL1344_1006	rmf	CDS	chromosome	3145	1910	6704	5614
SL1344_1007	fabA	CDS	chromosome	3269	2199	4188	3558
SL1344_1008	lonH	CDS	chromosome	2664	1722	3757	3213
SL1344_1009	ycbG	CDS	chromosome	1138	642	1948	1748
SL1344_1010	ompA	CDS	chromosome	23152	18823	43943	37820
SL1344_1011	sulA	CDS	chromosome	2182	1325	2334	1843
SL1344_1012	sxy	CDS	chromosome	224	161	323	277
SL1344_1013	yccS	CDS	chromosome	727	505.50	1063.50	861
SL1344_1014	yccF	CDS	chromosome	139	108.50	181.50	144
SL1344_1015	helD	CDS	chromosome	1983	1548	3224	2861
SL1344_1016	mgsA	CDS	chromosome	1054	636	1818	1635
SL1344_1017	yccT	CDS	chromosome	175	100	260	232
SL1344_1018	STM1078	CDS	chromosome	715	607	1068	957
SL1344_1019	yccV	CDS	chromosome	1645	980	2418	1918
SL1344_1020	yccW	CDS	chromosome	573	451	1110	825
SL1344_1021	STM1081	CDS	chromosome	209	160.50	355.50	303
SL1344_1022	STM1082	CDS	chromosome	629.50	460	990.50	907.50
SL1344_1023	yccX	CDS	chromosome	198.50	159.50	257	215.50
SL1344_1024	yccK	CDS	chromosome	785	509	891	900
SL1344_1025	yccA	CDS	chromosome	8651	6151	12635	10575
SL1344_1026	pipA	CDS	chromosome	4406	4711	3023	2276
SL1344_1027	pipB	CDS	chromosome	18255	19749	8820	5418
SL1344_1028	STM1089	CDS	chromosome	5	4	7	4
SL1344_1029	pipC	CDS	chromosome	4859	1451.50	9100	6373
SL1344_1030	sopB	CDS	chromosome	11012	3655.50	21770	15085
SL1344_1031	orfX	CDS	chromosome	22	25	35	31
SL1344_1032	STM1093	CDS	chromosome	231	188	162	117
SL1344_1033	pipD	CDS	chromosome	4389	3809	4014	2607
SL1344_1034	copS	CDS	chromosome	644.50	527	747.50	705.50
SL1344_1035	copR	CDS	chromosome	1060.50	752	1491.50	1183.50
SL1344_1036	STM1097	CDS	chromosome	957	809	1433	1215.50
SL1344_1037	hpaC	CDS	chromosome	67	48.50	112.50	68.50
SL1344_1038	hpaB	CDS	chromosome	124	101.50	219.50	160.50
SL1344_1039	hpaR	CDS	chromosome	206	95	258	204
SL1344_1040	hpaG	CDS	chromosome	115.50	108.50	133.50	135
SL1344_1041	hpaE	CDS	chromosome	133.50	127	124	120.50
SL1344_1042	hpaD	CDS	chromosome	96	75	89	66
SL1344_1043	hpaF	CDS	chromosome	42	39.50	40.50	35.50
SL1344_1044	hpaH	CDS	chromosome	83	63.50	87	80.50
SL1344_1045	hpaI	CDS	chromosome	67	57.50	83	71.50
SL1344_1046	hpaX	CDS	chromosome	175	159	217.50	161.50
SL1344_1047	hpaA	CDS	chromosome	80.50	88.50	107.50	100.50
SL1344_1048	STM1109	CDS	chromosome	190.50	154.50	217	242
SL1344_1049	STM1110	CDS	chromosome	50	36	38	24
SL1344_1050	yccD	CDS	chromosome	327	295.50	549	517
SL1344_1051	cbpA	CDS	chromosome	1011	761.50	1471	1264
SL1344_1052	scsA	CDS	chromosome	1620	950	1937	1754
SL1344_1053	scsB	CDS	chromosome	235	155	255	234.50
SL1344_1054	scsC	CDS	chromosome	90.50	54	109	104
SL1344_1055	scsD	CDS	chromosome	60.50	38	106	94.50
SL1344_1056	agp	CDS	chromosome	1342	1126	1676	1171
SL1344_1057	yccJ	CDS	chromosome	1802.50	1453.50	2169	1956
SL1344_1058	wrbA	CDS	chromosome	2481.50	2301.50	2753	2213
SL1344_1059	ymdF	CDS	chromosome	3551	2515	3395	3084
SL1344_1060	ycdC	CDS	chromosome	713	624	855	778
SL1344_1061	STM1123	CDS	chromosome	487	306	809	731
SL1344_1062	putA	CDS	chromosome	1918	1346	3277	2476
SL1344_1063	putP	CDS	chromosome	1303	1002	1933	1453
SL1344_1064	phoH	CDS	chromosome	4222	2591	5602	5026
SL1344_1065	STM1127	CDS	chromosome	1538	1268	1839	1756
SL1344_1066	STM1128	CDS	chromosome	468	323	781	487
SL1344_1067	STM1129	CDS	chromosome	1652	821	3641	2160
SL1344_1068	STM1130	CDS	chromosome	1039	610.50	2424	1544
SL1344_1069	STM1131	CDS	chromosome	301	212.50	550	398
SL1344_1070	STM1132	CDS	chromosome	346	226	486	405
SL1344_1071	STM1133	CDS	chromosome	965	574	1292	1148
SL1344_1072	ycdW	CDS	chromosome	982	716	1697	1458
SL1344_1073	ycdX	CDS	chromosome	2509	1699	3791.50	3326.50
SL1344_1074	ycdY	CDS	chromosome	1298	926	1806.50	1724.50
SL1344_1075	ycdZ	CDS	chromosome	983	833	2090	1907
SL1344_1076	csgG	CDS	chromosome	152	96	228	212
SL1344_1077	csgF	CDS	chromosome	18	20	26	31.50
SL1344_1078	csgE	CDS	chromosome	38.50	17	49.50	39
SL1344_1079	csgD	CDS	chromosome	58.50	39	87.50	87.50
SL1344_1080	csgB	CDS	chromosome	8.50	15	20	21
SL1344_1081	csgA	CDS	chromosome	20.50	14	26	22
SL1344_1082	csgC	CDS	chromosome	279	153	479	312
SL1344_1083	ymdA	CDS	chromosome	268	193	424	321
SL1344_1084	STM1147	CDS	chromosome	977	744.50	1561.50	1419.50
SL1344_1085	ymdC	CDS	chromosome	2548	1836.50	3699	3133.50
SL1344_1086	mdoC	CDS	chromosome	697	516	1099	873
SL1344_1087	mdoG	CDS	chromosome	4167	2878.50	4952.50	4250.50
SL1344_1088	mdoH	CDS	chromosome	6374	5331.50	8782.50	7583.50
SL1344_1089	yceK	CDS	chromosome	196	137	272	201
SL1344_1090	msyB	CDS	chromosome	844	630	1390	1115
SL1344_1091	yceE	CDS	chromosome	200	131	327	271
SL1344_1092	htrB	CDS	chromosome	1645	1149	2229	2144
SL1344_1093	yceA	CDS	chromosome	1150	781	1546	1459
SL1344_1094	yceI	CDS	chromosome	701.50	396.50	1103.50	895
SL1344_1095	yceJ	CDS	chromosome	616.50	405.50	1105.50	1000
SL1344_1096	yceO	CDS	chromosome	50.50	38	74.50	67
SL1344_1097	solA	CDS	chromosome	931.50	657	1661.50	1336
SL1344_1098	bssS	CDS	chromosome	1651	1137	2918	2951
SL1344_1099	dinI	CDS	chromosome	1239	944	1479	1647
SL1344_1100	pyrC	CDS	chromosome	1147	881	1507	1330
SL1344_1101	yceB	CDS	chromosome	3503	2129.00	5145	4611
SL1344_1102	grxB	CDS	chromosome	2339	1556	3647	2909
SL1344_1103	yceL	CDS	chromosome	447	341	751	713
SL1344_1104	rimJ	CDS	chromosome	2077	1665	3699	2868.50
SL1344_1105	yceH	CDS	chromosome	1572.50	1190.50	2121	1967.50
SL1344_1106	mviM	CDS	chromosome	1095.50	859.50	1453	1290
SL1344_1107	mviN	CDS	chromosome	1184	985	1687	1630
SL1344_1108	flgN	CDS	chromosome	1400.50	609.50	1586.50	1241.50
SL1344_1109	flgM	CDS	chromosome	1480.50	640.50	1823.50	1285.50
SL1344_1110	flgA	CDS	chromosome	807	432	1212	927
SL1344_1111	flgB	CDS	chromosome	2462.50	1339.50	3511	2894.50
SL1344_1112	flgC	CDS	chromosome	1172.50	690	1894	1546.50
SL1344_1113	flgD	CDS	chromosome	1679.50	923	2448	1969
SL1344_1114	flgE	CDS	chromosome	3347.50	1820	5045	3946.50
SL1344_1115	flgF	CDS	chromosome	2187.50	1132.50	3221	2608.50
SL1344_1116	flgG	CDS	chromosome	1823.50	1059	2907	2307
SL1344_1117	flgH	CDS	chromosome	1812.50	853.50	2383.50	1885
SL1344_1118	flgI	CDS	chromosome	2084.50	1119.50	2856	2574.50
SL1344_1119	flgJ	CDS	chromosome	1155	681	1810.50	1504.50
SL1344_1120	flgK	CDS	chromosome	3544.50	2086	5254	4728
SL1344_1121	flgL	CDS	chromosome	2077	1159.50	2984.50	2491
SL1344_1122	rne	CDS	chromosome	9714	7670	13432	11818
SL1344_1123	rluC	CDS	chromosome	449	343	632	636
SL1344_1124	STM1188	CDS	chromosome	903	618	1175	964
SL1344_1125	SL1344_1125	CDS	chromosome	205	128	298	241
SL1344_1126	maf-a	CDS	chromosome	793	499	1155	979
SL1344_1127	yceD	CDS	chromosome	18918	11834.50	25213	21437
SL1344_1128	rpl32	CDS	chromosome	7511.50	4351	9336	8102
SL1344_1129	plsX	CDS	chromosome	3859	2756	4684	4826
SL1344_1130	fabH	CDS	chromosome	3555.50	2697.50	4434	4211.50
SL1344_1131	fabD	CDS	chromosome	5789	5049.50	7200	6262
SL1344_1132	fabG	CDS	chromosome	9942.50	7823	13811	12975.50
SL1344_1133	acpP	CDS	chromosome	41086.50	32746	83915	83524
SL1344_1134	fabF	CDS	chromosome	12328	9055	15492	15414
SL1344_1135	pabC	CDS	chromosome	927	742	1373	1249
SL1344_1136	yceG	CDS	chromosome	966.50	762	1228	1315
SL1344_1137	tmk	CDS	chromosome	880.50	632	1137	1084.50
SL1344_1138	holB	CDS	chromosome	1092	839.50	1545	1360.50
SL1344_1139	ycfH	CDS	chromosome	1189	986.50	1479	1239
SL1344_1140	ptsG	CDS	chromosome	16248	14416	20646	17169
SL1344_1141	fhuE	CDS	chromosome	5336	2829	8536	7734
SL1344_1142	ycfF	CDS	chromosome	2184.50	1808.50	2946	2696.50
SL1344_1143	ycfL	CDS	chromosome	1208.50	1008.50	1710.50	1568
SL1344_1144	ycfM	CDS	chromosome	1258.50	951	1764	1624.50
SL1344_1145	thiK	CDS	chromosome	1105.50	898.50	1664	1455
SL1344_1146	nagZ	CDS	chromosome	1761	1307	2755	2474.50
SL1344_1147	ycfP	CDS	chromosome	1136	799.50	1538.50	1536.50
SL1344_1148	ndh	CDS	chromosome	6536	4274	10007	9784
SL1344_1149	ycfJ	CDS	chromosome	614.50	477	908	858
SL1344_1150	ycfQ	CDS	chromosome	1272	785	1815	1350
SL1344_1151	ycfR	CDS	chromosome	6913	3418	6334	5033
SL1344_1152	ycfS	CDS	chromosome	1268	796	1875	1696
SL1344_1153	mfd	CDS	chromosome	2464	1756	3407.50	3108.50
SL1344_1154	ycfU	CDS	chromosome	1967.50	1553	2923	2707
SL1344_1155	lolD	CDS	chromosome	786	596	1274	1219.50
SL1344_1156	ycfW	CDS	chromosome	2377	2097	3861.50	3435.50
SL1344_1157	ycfX	CDS	chromosome	3341.50	2987.50	4661	4229.50
SL1344_1158	cobB	CDS	chromosome	2606	2106.50	3935.50	3662.50
SL1344_1159	potD	CDS	chromosome	3909.50	3541	3380.50	2866.50
SL1344_1160	potC	CDS	chromosome	2482.50	2718	2366.50	2011.50
SL1344_1161	sifA	CDS	chromosome	4598	5072	2435	1743
SL1344_1162	potB	CDS	chromosome	350.50	258.50	381	369
SL1344_1163	potA	CDS	chromosome	671.50	481.50	756	756
SL1344_1164	pepT	CDS	chromosome	684.50	505.50	1156.50	1017.50
SL1344_1165	STM1228	CDS	chromosome	683.95	481.14	952.48	960.88
SL1344_1166	STM3032	CDS	chromosome	308.28	217.35	449.41	425.99
SL1344_1167	ycfD	CDS	chromosome	3294	2676	3349	3064
SL1344_1168	phoQ	CDS	chromosome	11476	9602.50	13034.50	12399.50
SL1344_1169	phoP	CDS	chromosome	16857	13799.50	24760.50	21355.50
SL1344_1170	purB	CDS	chromosome	2090	2051.50	2174.50	1675
SL1344_1171	ycfC	CDS	chromosome	851	672.50	1048.50	969
SL1344_1172	mnmA	CDS	chromosome	2839	2267	3906	3725
SL1344_1173	ymfB	CDS	chromosome	327	302	459.50	436.50
SL1344_1174	STM1236	CDS	chromosome	203.50	121	221.50	194.50
SL1344_1175	rluB	CDS	chromosome	649.50	427	822	712
SL1344_1176	icdA	CDS	chromosome	14042	10881	17492	13554.50
SL1344_1177	sopF	CDS	chromosome	1336	648	2262	2103
SL1344_1179	envF	CDS	chromosome	392	228	263	289
SL1344_1180	msgA	CDS	chromosome	1166	800	1197	1196
SL1344_1181	envE	CDS	chromosome	2471	1857	1909	1675
SL1344_1182	cspH	CDS	chromosome	847	816	763	703
SL1344_1183	pagD	CDS	chromosome	1564	1665	1310	968
SL1344_1184	pagC	CDS	chromosome	43130	46709	37565	26851
SL1344_1185	pliC	CDS	chromosome	4493	3368	4527	3335
SL1344_1186	STM1250	CDS	chromosome	708	585	701	689
SL1344_1187	STM1251	CDS	chromosome	6062	3366	7748	7604
SL1344_1188	STM1252	CDS	chromosome	1779	1803	1475	1326
SL1344_1189	STM1253	CDS	chromosome	1297	911	2293	1906
SL1344_1190	STM1254	CDS	chromosome	5045.50	2246	6637.50	5859.50
SL1344_1191	STM1255	CDS	chromosome	426	292.50	542.50	451.50
SL1344_1192	STM1256	CDS	chromosome	222	222	276.50	268
SL1344_1193	STM1257	CDS	chromosome	146.50	138.50	201.50	157
SL1344_1194	STM1258	CDS	chromosome	173.50	148	165.50	134.50
SL1344_1195	STM1259	CDS	chromosome	79	98	94	93
SL1344_1196	STM1260	CDS	chromosome	404	413	485	386
SL1344_1197	STM1261	CDS	chromosome	370	237	427	375
SL1344_1198	zinT	CDS	chromosome	4875.50	5631	2194.50	1576.50
SL1344_1199	aadA	CDS	chromosome	790	525	1026	915
SL1344_1200	STM1265	CDS	chromosome	241	182	220	258
SL1344_1201	STM1266	CDS	chromosome	2065	1293	2884	2589
SL1344_1202	STM1267	CDS	chromosome	496.25	325.75	492.25	475.50
SL1344_1203	STM1268	CDS	chromosome	301	178	465	368
SL1344_1204	aroQ	CDS	chromosome	5007	4924	4664	4219
SL1344_1205	yeaS	CDS	chromosome	5951	5359	7846	7178
SL1344_1206	yeaR	CDS	chromosome	526	303.50	674	596.50
SL1344_1207	yoaG	CDS	chromosome	389	252.50	564	541.50
SL1344_1208	STM1273	CDS	chromosome	169	105	193	172
SL1344_1209	SL1344_1209	CDS	chromosome	357	217.50	627	462
SL1344_1210	yeaQ	CDS	chromosome	1327	1079.50	2471	2035
SL1344_1211	yaoF	CDS	chromosome	3102	2888	2692	2145
SL1344_1212	STM1276	CDS	chromosome	1700	1302	2377	1850
SL1344_1213	yeaO	CDS	chromosome	474	257	714	592
SL1344_1214	yeaN	CDS	chromosome	225	129	262	281
SL1344_1215	yeaM	CDS	chromosome	741	480	978	817
SL1344_1216	yeaL	CDS	chromosome	278	227	429	373
SL1344_1217	yeaK	CDS	chromosome	605	518	497	401.50
SL1344_1218	yeaJ	CDS	chromosome	1028	949	764	695.50
SL1344_1219	yeaH	CDS	chromosome	2320	2100	2956	2893
SL1344_1220	yeaG	CDS	chromosome	4503	4312	5500	4642
SL1344_1221	mipA	CDS	chromosome	8092	5248	12776	10466
SL1344_1222	STM1287	CDS	chromosome	225	166	246	230
SL1344_1223	STM1288	CDS	chromosome	584	430	936	803
SL1344_1224	yeaD	CDS	chromosome	1104.50	977.50	1841	1704.50
SL1344_1224A	SL1344_1224A	CDS	chromosome	410.50	300.50	648	552.50
SL1344_1225	gapA	CDS	chromosome	29560	19147	44665	38469
SL1344_1226	yeaA	CDS	chromosome	3876.50	2346.50	6108	5185.50
SL1344_1227	yeaC	CDS	chromosome	1696.50	1091.50	2166	1887.50
SL1344_1228	nam	CDS	chromosome	735	554	931.50	829
SL1344_1229	ansA	CDS	chromosome	969	723	1273.50	977
SL1344_1230	sppA	CDS	chromosome	1497	1000	2272	1891
SL1344_1231	ydjA	CDS	chromosome	1763	1306	3213	2703
SL1344_1232	selD	CDS	chromosome	1349.50	931	2292	1926
SL1344_1233	topB	CDS	chromosome	2474.50	1772	4129	3803
SL1344_1234	gdhA	CDS	chromosome	2420	1566	4694	4018
SL1344_1235	STM1300	CDS	chromosome	641	341	792	603
SL1344_1236	STM1301	CDS	chromosome	111	103	175	164
SL1344_1237	xthA	CDS	chromosome	1167	836	1866	1499
SL1344_1238	argDa	CDS	chromosome	278	265	424.50	328.50
SL1344_1239	astA	CDS	chromosome	222	167	268	205
SL1344_1240	astD	CDS	chromosome	208	225.50	232	216.50
SL1344_1241	astB	CDS	chromosome	349.50	335	398.50	367.50
SL1344_1242	astE	CDS	chromosome	147.50	172.50	205	146.50
SL1344_1243	STM1308	CDS	chromosome	1104	835	1050.50	935
SL1344_1244	STM1309	CDS	chromosome	1205	913	1650	1523
SL1344_1245	nadE	CDS	chromosome	2375	1649	3933	3309
SL1344_1246	osmE	CDS	chromosome	5796	4049	10901	8182
SL1344_1247	celA	CDS	chromosome	1434	1046	2076	1767
SL1344_1248	celB	CDS	chromosome	703	586	909	821
SL1344_1249	celC	CDS	chromosome	346	258	450	389
SL1344_1250	celD	CDS	chromosome	369	272	507	417
SL1344_1251	celF	CDS	chromosome	459	304	459	447.50
SL1344_1252	celG	CDS	chromosome	385.50	251.50	570	558.50
SL1344_1253	katE	CDS	chromosome	1221	1100	1426	1242
SL1344_1254	cedA	CDS	chromosome	344	246	468	436
SL1344_1255	ydjN	CDS	chromosome	5085	2892	8606	7351
SL1344_1256	ydjM	CDS	chromosome	201	172	264	299.50
SL1344_1257	yniC	CDS	chromosome	1392	1329.50	1985	1943.50
SL1344_1258	yniB	CDS	chromosome	1007	651	1439	1247
SL1344_1259	STM1324	CDS	chromosome	1057	698	1707	1387
SL1344_1260	ydiZ	CDS	chromosome	288	250	509	481
SL1344_1261	pfkB	CDS	chromosome	1049	734	1692	1443
SL1344_1262	ydiY	CDS	chromosome	444.50	285.50	647	632.50
SL1344_1263	lpxR	CDS	chromosome	7665.50	3660.50	12811	9323.50
SL1344_1264	STM1329	CDS	chromosome	1536	1346	1836	1369
SL1344_1265	STM1330	CDS	chromosome	3824	3502.50	3689	2885
SL1344_1266	rfc	CDS	chromosome	1353	820	1970	1923
SL1344_1267	thrS	CDS	chromosome	17295.50	12844	22579	19072
SL1344_1268	infC	CDS	chromosome	71803.50	38589	83817	74552
SL1344_1269	rpl35	CDS	chromosome	30425.50	18025	35165.50	26049
SL1344_1270	rpl20	CDS	chromosome	21926.50	12323	27677.50	23319.50
SL1344_1271	pheS	CDS	chromosome	2387.50	1771.50	3386.50	2909
SL1344_1272	pheT	CDS	chromosome	27859.50	25201	32921	30325
SL1344_1273	himA	CDS	chromosome	13813	10139.50	15941.50	14874
SL1344_1274	btuC	CDS	chromosome	751	572	1082	911
SL1344_1275	btuE	CDS	chromosome	937.50	927	1290.50	1048
SL1344_1276	btuD	CDS	chromosome	490.50	406	620.50	542
SL1344_1277	nlpC	CDS	chromosome	1013	704	1204	962
SL1344_1278	ydiV	CDS	chromosome	1067	1054	1115	981
SL1344_1279	ydiU	CDS	chromosome	6756	5206	9959	8534
SL1344_1280	ydiE	CDS	chromosome	6616	3694	12094	9301
SL1344_1281	aroH	CDS	chromosome	618	466	930	857
SL1344_1282	ydiA	CDS	chromosome	732	503	1092	801
SL1344_1283	pps	CDS	chromosome	5752	4963	7875	6801
SL1344_1284	ydiD	CDS	chromosome	282	202	417	378
SL1344_1285	ydiT	CDS	chromosome	40	44.50	50.50	52
SL1344_1286	ydiS	CDS	chromosome	162	134.50	195.50	172
SL1344_1287	ydiR	CDS	chromosome	1231.50	1012.50	1226	1283.50
SL1344_1288	ydiQ	CDS	chromosome	18.50	9.50	27	14.50
SL1344_1289	ydiP	CDS	chromosome	60	42	94	74
SL1344_1290	ydiO	CDS	chromosome	401	245.50	606.50	514
SL1344_1291	ydiF	CDS	chromosome	91	57.50	121.50	101
SL1344_1292	aroD	CDS	chromosome	478.50	293	707.50	600.50
SL1344_1293	aroE	CDS	chromosome	216.50	150	343.50	288.50
SL1344_1294	ydiN	CDS	chromosome	11	10	14	19
SL1344_1296	ydiM	CDS	chromosome	39	50	92	61
SL1344_1297	ydiL	CDS	chromosome	34	38	49	44
SL1344_1298	ydiK	CDS	chromosome	799	604	1399	1121
SL1344_1299	ydiJ	CDS	chromosome	4525.50	3782	6699.50	6047.50
SL1344_1300	STM1366	CDS	chromosome	779.50	759	1156.50	938.50
SL1344_1301	ydiH	CDS	chromosome	3628	2438	5847	5236
SL1344_1302	STM1368	CDS	chromosome	165	136	246	214
SL1344_1303	sufA	CDS	chromosome	4487.50	3090.50	9365	8068
SL1344_1304	sufB	CDS	chromosome	10869.50	6699	20591.50	18970
SL1344_1305	sufC	CDS	chromosome	6357	3805	12629.50	11004.50
SL1344_1306	sufD	CDS	chromosome	10451	5862	18410	16227.50
SL1344_1307	sufS	CDS	chromosome	6734	4810.50	13816	12286.50
SL1344_1308	ynhA	CDS	chromosome	3040	1988	6777	5874.50
SL1344_1309	ynhG	CDS	chromosome	3880	2809	7734	7243
SL1344_1310	lppB	CDS	chromosome	114.50	59.50	129	118
SL1344_1311	lpp	CDS	chromosome	156920.50	111097	283043	285214
SL1344_1312	pykF	CDS	chromosome	5199	4106	7027	6008
SL1344_1313	orf48	CDS	chromosome	247	185	245	215
SL1344_1314	orf32	CDS	chromosome	53	62	52	47
SL1344_1315	orf245	CDS	chromosome	58	72	33.50	36
SL1344_1316	orf408	CDS	chromosome	45	44	27.50	28
SL1344_1317	ttrA	CDS	chromosome	133	97	141	169
SL1344_1318	ttrC	CDS	chromosome	12	13	19	19
SL1344_1319	ttrB	CDS	chromosome	18	12	26	12
SL1344_1320	ttrS	CDS	chromosome	1800	1564.50	2904	2395.50
SL1344_1321	ttrR	CDS	chromosome	372	325.50	606	484.50
SL1344_1322	orf70	CDS	chromosome	1189	681	1583	1335
SL1344_1323	orf319	CDS	chromosome	1974	1309	3460	3057
SL1344_1324	orf242	CDS	chromosome	901	733	904	711
SL1344_1325	ssrB	CDS	chromosome	3519	2940.50	3091	2258.50
SL1344_1326	spiR	CDS	chromosome	4688	3901.50	4295	3269.50
SL1344_1327	ssaB	CDS	chromosome	1312.50	1446	1038.50	722
SL1344_1328	ssaC	CDS	chromosome	7101.50	7318.50	4425	3319.50
SL1344_1329	ssaD	CDS	chromosome	14491	16250	9124.50	6756
SL1344_1330	ssaE	CDS	chromosome	8737	9826.50	6048	4238.50
SL1344_1330A	STM1331	CDS	chromosome	405.50	334.50	397.50	296
SL1344_1331	sseA	CDS	chromosome	8722	9241	5430	3940.50
SL1344_1332	sseBa	CDS	chromosome	30938	31377	18681.50	12329
SL1344_1333	sscA	CDS	chromosome	11952	13748.50	6685.50	4807.50
