SLP1_0104	PSLT001
SL1344_0993	STM1053
SL1344_0994	STM1054
SL1344_0995	STM1055
SL1344_0996	STM1056
SL1344_0997	STM1057
SL1344_0998	STM1058
SL1344_0999	STM1059
SL1344_1000	STM1060
SL1344_1001	STM1061
SL1344_1002	STM1062
SL1344_1003	STM1063
SL1344_1004	STM1064
SL1344_1005	STM1065
SL1344_1006	STM1066
SL1344_1007	STM1067
SL1344_1008	STM1068
SL1344_1009	STM1069
SL1344_1010	STM1070
SL1344_1011	STM1071
SL1344_1012	STM1072
SL1344_1013	STM1073
SL1344_1014	STM1074
SL1344_1015	STM1075
SL1344_1016	STM1076
SL1344_1017	STM1077
SL1344_1018	STM1078
SL1344_1019	STM1079
SL1344_1020	STM1080
SL1344_1021	STM1081
SL1344_1022	STM1082
SL1344_1023	STM1083
SL1344_1024	STM1084
SL1344_1025	STM1085
SL1344_1026	STM1087
SL1344_1027	STM1088
SL1344_1028	STM1089
SL1344_1029	STM1090
SL1344_1030	STM1091
SL1344_1031	STM1092
SL1344_1032	STM1093
SL1344_1033	STM1094
SL1344_1034	STM1095
SL1344_1035	STM1096
SL1344_1036	STM1097
SL1344_1037	STM1098
SL1344_1038	STM1099
SL1344_1039	STM1100
SL1344_1040	STM1101
SL1344_1041	STM1102
SL1344_1042	STM1103
SL1344_1043	STM1104
SL1344_1044	STM1105
SL1344_1045	STM1106
SL1344_1046	STM1107
SL1344_1047	STM1108
SL1344_1048	STM1109
SL1344_1049	STM1110
SL1344_1050	STM1111
SL1344_1051	STM1112
SL1344_1052	STM1113
SL1344_1053	STM1114
SL1344_1054	STM1115
SL1344_1055	STM1116
SL1344_1056	STM1117
SL1344_1057	STM1118
SL1344_1058	STM1119
SL1344_1059	STM1121
SL1344_1060	STM1122
SL1344_1061	STM1123
SL1344_1062	STM1124
SL1344_1063	STM1125
SL1344_1064	STM1126
SL1344_1065	STM1127
SL1344_1066	STM1128
SL1344_1067	STM1129
SL1344_1068	STM1130
SL1344_1069	STM1131
SL1344_1070	STM1132
SL1344_1071	STM1133
SL1344_1072	STM1135
SL1344_1073	STM1136
SL1344_1074	STM1137
SL1344_1075	STM1138
SL1344_1076	STM1139
SL1344_1077	STM1140
SL1344_1078	STM1141
SL1344_1079	STM1142
SL1344_1080	STM1143
SL1344_1081	STM1144
SL1344_1082	STM1145
SL1344_1083	STM1146
SL1344_1084	STM1147
SL1344_1085	STM1148
SL1344_1086	STM1149
SL1344_1087	STM1150
SL1344_1088	STM1151
SL1344_1089	STM1152
SL1344_1090	STM1153
SL1344_1091	STM1154
SL1344_1092	STM1155
SL1344_1093	STM1156
SL1344_1094	STM1157
SL1344_1095	STM1158
SL1344_1096	STM1159
SL1344_1097	STM1160
SL1344_1098	STM1161
SL1344_1099	STM1162
SL1344_1100	STM1163
SL1344_1101	STM1164
SL1344_1102	STM1165
SL1344_1103	STM1166
SL1344_1104	STM1167
SL1344_1105	STM1168
SL1344_1106	STM1169
SL1344_1107	STM1170
SL1344_1108	STM1171
SL1344_1109	STM1172
SL1344_1110	STM1173
SL1344_1111	STM1174
SL1344_1112	STM1175
SL1344_1113	STM1176
SL1344_1114	STM1177
SL1344_1115	STM1178
SL1344_1116	STM1179
SL1344_1117	STM1180
SL1344_1118	STM1181
SL1344_1119	STM1182
SL1344_1120	STM1183
SL1344_1121	STM1184
SL1344_1122	STM1185
SL1344_1123	STM1187
SL1344_1124	STM1188
SL1344_1126	STM1189
SL1344_1127	STM1190
SL1344_1128	STM1191
SL1344_1129	STM1192
SL1344_1130	STM1193
SL1344_1131	STM1194
SL1344_1132	STM1195
SL1344_1133	STM1196
SL1344_1134	STM1197
SL1344_1135	STM1198
SL1344_1136	STM1199
SL1344_1137	STM1200
SL1344_1138	STM1201
SL1344_1139	STM1202
SL1344_1140	STM1203
SL1344_1141	STM1204
SL1344_1142	STM1205
SL1344_1143	STM1206
SL1344_1144	STM1207
SL1344_1145	STM1208
SL1344_1146	STM1209
SL1344_1147	STM1210
SL1344_1148	STM1211
SL1344_1149	STM1212
SL1344_1150	STM1213
SL1344_1151	STM1214
SL1344_1152	STM1215
SL1344_1153	STM1216
SL1344_1154	STM1217
SL1344_1155	STM1218
SL1344_1156	STM1219
SL1344_1157	STM1220
SL1344_1158	STM1221
SL1344_1159	STM1222
SL1344_1160	STM1223
SL1344_1161	STM1224
SL1344_1162	STM1225
SL1344_1163	STM1226
SL1344_1164	STM1227
SL1344_1167	STM1229
SL1344_1168	STM1230
SL1344_1169	STM1231
SL1344_1170	STM1232
SL1344_1171	STM1233
SL1344_1172	STM1234
SL1344_1173	STM1235
SL1344_1174	STM1236
SL1344_1175	STM1237
SL1344_1176	STM1238
SL1344_1177	STM1239
SL1344_1179	STM1240
SL1344_1180	STM1241
SL1344_1181	STM1242
SL1344_1182	STM1243
SL1344_1183	STM1244
SL1344_1184	STM1246
SL1344_1185	STM1249
SL1344_1186	STM1250
SL1344_1187	STM1251
SL1344_1188	STM1252
SL1344_1189	STM1253
SL1344_1190	STM1254
SL1344_1191	STM1255
SL1344_1192	STM1256
SL1344_1193	STM1257
SL1344_1194	STM1258
SL1344_1195	STM1259
SL1344_1196	STM1260
SL1344_1197	STM1261
SL1344_1198	STM1263
SL1344_1199	STM1264
SL1344_1200	STM1265
SL1344_1201	STM1266
SL1344_1202	STM1267
SL1344_1203	STM1268
SL1344_1204	STM1269
SL1344_1205	STM1270
SL1344_1206	STM1271
SL1344_1207	STM1272
SL1344_1208	STM1273
SL1344_1210	STM1274
SL1344_1211	STM1275
SL1344_1212	STM1276
SL1344_1213	STM1277
SL1344_1214	STM1278
SL1344_1215	STM1279
SL1344_1216	STM1280
SL1344_1217	STM1282
SL1344_1218	STM1283
SL1344_1219	STM1284
SL1344_1220	STM1285
SL1344_1221	STM1286
SL1344_1222	STM1287
SL1344_1223	STM1288
SL1344_1224	STM1289
SL1344_1225	STM1290
SL1344_1226	STM1291
SL1344_1227	STM1292
SL1344_1228	STM1293
SL1344_1229	STM1294
SL1344_1230	STM1295
SL1344_1231	STM1296
SL1344_1232	STM1297
SL1344_1233	STM1298
SL1344_1234	STM1299
SL1344_1235	STM1300
SL1344_1236	STM1301
SL1344_1237	STM1302
SL1344_1238	STM1303
SL1344_1239	STM1304
SL1344_1240	STM1305
SL1344_1241	STM1306
SL1344_1242	STM1307
SL1344_1243	STM1308
SL1344_1244	STM1309
SL1344_1245	STM1310
SL1344_1246	STM1311
SL1344_1247	STM1312
SL1344_1248	STM1313
SL1344_1249	STM1314
SL1344_1250	STM1315
SL1344_1251	STM1316
SL1344_1252	STM1317
SL1344_1253	STM1318
SL1344_1254	STM1319
SL1344_1255	STM1320
SL1344_1256	STM1321
SL1344_1257	STM1322
SL1344_1258	STM1323
SL1344_1259	STM1324
SL1344_1260	STM1325
SL1344_1261	STM1326
SL1344_1262	STM1327
SL1344_1263	STM1328
SL1344_1264	STM1329
SL1344_1265	STM1330
SL1344_1330A	STM1331
SL1344_1266	STM1332
SL1344_1267	STM1333
SL1344_1268	STM1334
SL1344_1269	STM1335
SL1344_1270	STM1336
SL1344_1271	STM1337
SL1344_1272	STM1338
SL1344_1273	STM1339
SL1344_1274	STM1340
SL1344_1275	STM1341
SL1344_1276	STM1342
SL1344_1277	STM1343
SL1344_1278	STM1344
SL1344_1279	STM1345
SL1344_1280	STM1346
SL1344_1281	STM1347
SL1344_1282	STM1348
SL1344_1283	STM1349
SL1344_1284	STM1350
SL1344_1285	STM1351
SL1344_1286	STM1352
SL1344_1287	STM1353
SL1344_1288	STM1354
SL1344_1289	STM1355
SL1344_1290	STM1356
SL1344_1291	STM1357
SL1344_1292	STM1358
SL1344_1293	STM1359
SL1344_1294	STM1360
SL1344_1296	STM1361
SL1344_1297	STM1362
SL1344_ncRNA_94	STM1363
SL1344_1298	STM1364
SL1344_1299	STM1365
SL1344_1300	STM1366
SL1344_1301	STM1367
SL1344_1302	STM1368
SL1344_1303	STM1369
SL1344_1304	STM1370
SL1344_1305	STM1371
SL1344_1306	STM1372
SL1344_1307	STM1373
SL1344_1308	STM1374
SL1344_1309	STM1375
SL1344_1310	STM1376
SL1344_1311	STM1377
SL1344_1312	STM1378
SL1344_1313	STM1379
SL1344_1314	STM1380
SL1344_1315	STM1381
SL1344_1316	STM1382
SL1344_1317	STM1383
SL1344_1318	STM1384
SL1344_1319	STM1385
SL1344_1320	STM1386
SL1344_1321	STM1387
SL1344_1322	STM1388
SL1344_1323	STM1389
SL1344_1324	STM1390
SL1344_1325	STM1391
SL1344_1326	STM1392
SL1344_1327	STM1393
SL1344_1328	STM1394
SL1344_1329	STM1395
SL1344_1330	STM1396
SL1344_1332	STM1398
SL1344_1333	STM1399
SL1344_1334	STM1400
SL1344_1335	STM1401
SL1344_1336	STM1402
SL1344_1337	STM1403
SL1344_1338	STM1404
SL1344_1339	STM1405
SL1344_1340	STM1406
SL1344_1341	STM1407
SL1344_1342	STM1408
SL1344_1343	STM1409
SL1344_1344	STM1410
SL1344_1345	STM1411
SL1344_1346	STM1412
SL1344_1347	STM1413
SL1344_1348	STM1414
SL1344_1349	STM1415
SL1344_1350	STM1416
SL1344_1351	STM1417
SL1344_1352	STM1418
SL1344_1353	STM1419
SL1344_1354	STM1420
SL1344_1355	STM1421
SL1344_1356	STM1422
SL1344_1357	STM1425
SL1344_1358	STM1426
SL1344_1359	STM1427
SL1344_1360	STM1428
SL1344_1361	STM1429
SL1344_1362	STM1430
SL1344_1363	STM1431
SL1344_1364	STM1432
SL1344_1365	STM1433
SL1344_1366	STM1434
SL1344_1367	STM1435
SL1344_1368	STM1436
SL1344_1369	STM1437
SL1344_1370	STM1438
SL1344_1371	STM1439
SL1344_1372	STM1440
SL1344_1373	STM1441
SL1344_1374	STM1442
SL1344_1375	STM1443
SL1344_1376	STM1444
SL1344_1377	STM1445
SL1344_1378	STM1446
SL1344_1379	STM1447
SL1344_1380	STM1448
SL1344_1381	STM1449
SL1344_1382	STM1450
SL1344_1383	STM1451
SL1344_1384	STM1452
SL1344_1385	STM1453
SL1344_1386	STM1454
SL1344_1387	STM1455
SL1344_1388	STM1456
SL1344_1389	STM1457
SL1344_1390	STM1458
SL1344_1391	STM1459
SL1344_1392	STM1460
SL1344_1393	STM1461
SL1344_1394	STM1462
SL1344_1395	STM1463
SL1344_1396	STM1466
SL1344_1397	STM1467
SL1344_1398	STM1468
SL1344_1400	STM1469
SL1344_1401	STM1470
SL1344_1402	STM1471
SL1344_1403	STM1472
SL1344_1404	STM1473
SL1344_1405	STM1475
SL1344_1406	STM1476
SL1344_1407	STM1477
SL1344_1408	STM1478
SL1344_1409	STM1479
SL1344_1410	STM1480
SL1344_1411	STM1481
SL1344_1412	STM1482
SL1344_1413	STM1483
SL1344_1414	STM1484
SL1344_1415	STM1485
SL1344_1416	STM1486
SL1344_1417	STM1487
SL1344_1418	STM1488
SL1344_1419	STM1489
SL1344_1420	STM1490
SL1344_1421	STM1491
SL1344_1422	STM1492
SL1344_1423	STM1493
SL1344_1424	STM1494
SL1344_1425	STM1495
SL1344_1426	STM1496
SL1344_1427	STM1497
SL1344_1428	STM1498
SL1344_1429	STM1499
SL1344_1430	STM1500
SL1344_1431	STM1501
SL1344_1432	STM1502
SL1344_1433	STM1503
SL1344_1434	STM1504
SL1344_1435	STM1505
SL1344_1436	STM1506
SL1344_1438	STM1508
SL1344_1439	STM1509
SL1344_1440	STM1510
SL1344_1441	STM1511
SL1344_1442	STM1512
SL1344_1443	STM1513
SL1344_1444	STM1514
SL1344_1445	STM1515
SL1344_1446	STM1516
SL1344_1447	STM1517
SL1344_1448	STM1518
SL1344_1449	STM1519
SL1344_1450	STM1520
SL1344_1451	STM1521
SL1344_1452	STM1522
SL1344_1453	STM1523
SL1344_1454	STM1524
SL1344_1455	STM1525
SL1344_1456	STM1526
SL1344_1457	STM1527
SL1344_1458	STM1528
SL1344_1459	STM1530
SL1344_1460	STM1531
SL1344_1461	STM1532
SL1344_1462	STM1533
SL1344_1463	STM1534
SL1344_1464	STM1535
SL1344_1465	STM1536
SL1344_1466	STM1537
SL1344_1467	STM1538
SL1344_1468	STM1539
SL1344_1469	STM1540
SL1344_1470	STM1541
SL1344_1471	STM1542
SL1344_1472	STM1543
SL1344_1473	STM1544
SL1344_1474	STM1545
SL1344_1475	STM1546
SL1344_1476	STM1547
SL1344_1477	STM1548
SL1344_1478	STM1549
SL1344_1479	STM1550
SL1344_1480	STM1551
SL1344_1482	STM1552
SL1344_1484	STM1554
SL1344_1485	STM1555
SL1344_1486	STM1556
SL1344_1487	STM1557
SL1344_1488	STM1558
SL1344_1489	STM1559
SL1344_1490	STM1560
SL1344_1491	STM1561
SL1344_1492	STM1562
SL1344_1493	STM1563
SL1344_1494	STM1564
SL1344_1495	STM1565
SL1344_1496	STM1566
SL1344_1497	STM1567
SL1344_1498	STM1568
SL1344_1499	STM1569
SL1344_1500	STM1570
SL1344_1502	STM1571
SL1344_1503	STM1572
SL1344_1504	STM1573
SL1344_1505	STM1574
SL1344_1506	STM1575
SL1344_1507	STM1576
SL1344_1508	STM1577
SL1344_1509	STM1578
SL1344_1510	STM1579
SL1344_1511	STM1580
SL1344_1512	STM1581
SL1344_1513	STM1582
SL1344_1514	STM1583
SL1344_1515	STM1584
SL1344_1516	STM1585
SL1344_1517	STM1586
SL1344_1518	STM1587
SL1344_1519	STM1588
SL1344_1520	STM1589
SL1344_1521	STM1590
SL1344_1522	STM1591
SL1344_1523	STM1592
SL1344_1524	STM1593
SL1344_1525	STM1594
SL1344_1526	STM1595
SL1344_1527	STM1596
SL1344_1528	STM1597
SL1344_1529	STM1598
SL1344_1530	STM1599
SL1344_1530A	STM1600
SL1344_1531	STM1601
SL1344_1532	STM1602
SL1344_1533	STM1603
SL1344_1534	STM1604
SL1344_1535	STM1605
SL1344_1536	STM1606
SL1344_1537	STM1607
SL1344_1538	STM1608
SL1344_1539	STM1609
SL1344_1540	STM1610
SL1344_1541	STM1611
SL1344_1542	STM1612
SL1344_1543	STM1613
SL1344_1544	STM1614
SL1344_1545	STM1615
SL1344_1546	STM1616
SL1344_1547	STM1617
SL1344_1548	STM1618
SL1344_1549	STM1619
SL1344_1550	STM1620
SL1344_1551	STM1621
SL1344_1552	STM1622
SL1344_1553	STM1623
SL1344_1554	STM1624
SL1344_1555	STM1625
SL1344_1556	STM1626
SL1344_1557	STM1627
SL1344_1558	STM1628
SL1344_1559	STM1629
SL1344_1560	STM1630
SL1344_1561	STM1631
SL1344_1562	STM1632
SL1344_1563	STM1633
SL1344_1564	STM1634
SL1344_1565	STM1635
SL1344_1566	STM1636
SL1344_1567	STM1637
SL1344_1568	STM1638
SL1344_1569	STM1639
SL1344_1570	STM1640
SL1344_1571	STM1641
SL1344_1572	STM1642
SL1344_1573	STM1643
SL1344_1574	STM1644
SL1344_1575	STM1645
SL1344_1576	STM1646
SL1344_1577	STM1647
SL1344_1578	STM1648
SL1344_1579	STM1649
SL1344_1580	STM1650
SL1344_1581	STM1651
SL1344_1582	STM1652
SL1344_1583	STM1653
SL1344_1585	STM1654
SL1344_1586	STM1655
SL1344_1587	STM1656
SL1344_1588	STM1657
SL1344_1589	STM1658
SL1344_1590	STM1659
SL1344_1591	STM1660
SL1344_1592	STM1661
SL1344_1593	STM1662
SL1344_1594	STM1663
SL1344_1595	STM1664
SL1344_1596	STM1665
SL1344_1597	STM1667
SL1344_1598	STM1668
SL1344_1599	STM1669
SL1344_1600	STM1670
SL1344_1601	STM1671
SL1344_1602	STM1672
SL1344_1603	STM1673
SL1344_1604	STM1674
SL1344_1605	STM1675
SL1344_1606	STM1676
SL1344_1607	STM1677
SL1344_1608	STM1678
SL1344_1609	STM1679
SL1344_1610	STM1680
SL1344_1611	STM1681
SL1344_1612	STM1682
SL1344_1613	STM1683
SL1344_1614	STM1684
SL1344_1615	STM1685
SL1344_1616	STM1686
SL1344_1617	STM1687
SL1344_1618	STM1688
SL1344_1619	STM1689
SL1344_1620	STM1690
SL1344_1621	STM1691
SL1344_1622	STM1692
SL1344_1623	STM1693
SL1344_1624	STM1694
SL1344_1625	STM1695
SL1344_1626	STM1696
SL1344_1627	STM1697
SL1344_1628	STM1698
SL1344_1629	STM1698A
SL1344_1630	STM1699
SL1344_1631	STM1700
SL1344_1632	STM1701
SL1344_1633	STM1702
SL1344_1634	STM1703
SL1344_1636	STM1704
SL1344_1637	STM1705
SL1344_1638	STM1706
SL1344_1639	STM1707
SL1344_1640	STM1708
SL1344_1641	STM1709
SL1344_1642	STM1710
SL1344_1643	STM1711
SL1344_1644	STM1712
SL1344_1645	STM1713
SL1344_1646	STM1714
SL1344_1647	STM1715
SL1344_1648	STM1716
SL1344_1649	STM1717
SL1344_1650	STM1718
SL1344_1651	STM1719
SL1344_1652	STM1720
SL1344_1653	STM1721
SL1344_1654	STM1723
SL1344_1655	STM1724
SL1344_1656	STM1725
SL1344_1657	STM1726
SL1344_1658	STM1727
SL1344_1659	STM1728
SL1344_1660	STM1729
SL1344_1661	STM1730
SL1344_1662	STM1731
SL1344_1663	STM1732
SL1344_1664	STM1733
SL1344_1665	STM1734
SL1344_1666	STM1735
SL1344_1667	STM1736
SL1344_1668	STM1737
SL1344_1669	STM1738
SL1344_1670	STM1739
SL1344_1671	STM1740
SL1344_1672	STM1741
SL1344_1673	STM1742
SL1344_1674	STM1743
SL1344_1675	STM1744
SL1344_1676	STM1745
SL1344_1677	STM1746
SL1344_1678	STM1747
SL1344_1679	STM1748
SL1344_1680	STM1749
SL1344_1681	STM1750
SL1344_1682	STM1751
SL1344_1683	STM1752
SL1344_1684	STM1753
SL1344_1685	STM1754
SL1344_1686	STM1755
SL1344_1687	STM1756
SL1344_1688	STM1760
SL1344_1689	STM1761
SL1344_1690	STM1762
SL1344_1691	STM1763
SL1344_1692	STM1764
SL1344_1693	STM1765
SL1344_1694	STM1766
SL1344_1695	STM1767
SL1344_1696	STM1768
SL1344_1697	STM1769
SL1344_1698	STM1770
SL1344_1699	STM1771
SL1344_1700	STM1772
SL1344_1701	STM1773
SL1344_1702	STM1774
SL1344_1703	STM1775
SL1344_1704	STM1776
SL1344_1705	STM1777
SL1344_1706	STM1778
SL1344_1707	STM1779
SL1344_1708	STM1780
SL1344_1709	STM1781
SL1344_1710	STM1782
SL1344_1711	STM1783
SL1344_1712	STM1784
SL1344_1713	STM1785
SL1344_1714	STM1786
SL1344_1715	STM1787
SL1344_1716	STM1788
SL1344_1717	STM1789
SL1344_1718	STM1790
SL1344_1719	STM1791
SL1344_1720	STM1792
SL1344_1721	STM1793
SL1344_1722	STM1794
SL1344_1723	STM1795
SL1344_1724	STM1796
SL1344_1725	STM1797
SL1344_1726	STM1798
SL1344_1727	STM1799
SL1344_1728	STM1800
SL1344_1729	STM1801
SL1344_1730	STM1802
SL1344_1731	STM1803
SL1344_1732	STM1804
SL1344_1733	STM1805
SL1344_1734	STM1806
SL1344_1735	STM1807
SL1344_1736	STM1808
SL1344_1737	STM1809
SL1344_1738	STM1810
SL1344_1739	STM1811
SL1344_1740	STM1812
SL1344_1741	STM1813
SL1344_1742	STM1814
SL1344_1743	STM1815
SL1344_1744	STM1816
SL1344_1745	STM1817
SL1344_1747	STM1818
SL1344_1748	STM1819
SL1344_1749	STM1820
SL1344_1750	STM1821
SL1344_1751	STM1822
SL1344_1752	STM1823
SL1344_1753	STM1824
SL1344_1754	STM1825
SL1344_1755	STM1826
SL1344_1756	STM1827
SL1344_1757	STM1828
SL1344_1759	STM1830
SL1344_1760	STM1831
SL1344_1761	STM1832
SL1344_1762	STM1833
SL1344_1763	STM1834
SL1344_1764	STM1835
SL1344_1765	STM1836
SL1344_1766	STM1837
SL1344_1767	STM1838
SL1344_1768	STM1839
SL1344_1769	STM1840
SL1344_1770	STM1841
SL1344_1771	STM1842
SL1344_1772	STM1843
SL1344_1773	STM1844
SL1344_1774	STM1845
SL1344_1775	STM1846
SL1344_1776	STM1847
SL1344_1777	STM1848
SL1344_1778	STM1849
SL1344_1779	STM1850
SL1344_1780	STM1851
SL1344_1781	STM1852
SL1344_1782	STM1853
SL1344_1783	STM1854
SL1344_1784	STM1855
SL1344_1785	STM1856
SL1344_1787	STM1857
SL1344_1788	STM1858
SL1344_1791	STM1861
SL1344_1793	STM1862
SL1344_1794	STM1863
SL1344_1795	STM1864
SL1344_1797	STM1866
SL1344_1799	STM1867
SL1344_1800	STM1868
SL1344_1802	STM1868A
SL1344_1803	STM1869
SL1344_1806	STM1871
SL1344_1807	STM1873
SL1344_1808	STM1874
SL1344_1809	STM1875
SL1344_1810	STM1876
SL1344_1811	STM1877
SL1344_1812	STM1878
SL1344_1813	STM1879
SL1344_1814	STM1880
SL1344_1815	STM1881
SL1344_1816	STM1882
SL1344_1817	STM1883
SL1344_1818	STM1884
SL1344_1819	STM1885
SL1344_1820	STM1886
SL1344_1821	STM1887
SL1344_1822	STM1888
SL1344_1823	STM1889
SL1344_1824	STM1890
SL1344_1825	STM1891
SL1344_1826	STM1892
SL1344_1827	STM1893
SL1344_1828	STM1894
SL1344_1829	STM1895
SL1344_1830	STM1896
SL1344_1832	STM1897
SL1344_1833	STM1898
SL1344_1834	STM1899
SL1344_1835	STM1900
SL1344_1836	STM1901
SL1344_1837	STM1902
SL1344_1838	STM1903
SL1344_1839	STM1904
SL1344_1840	STM1905
SL1344_1841	STM1906
SL1344_1842	STM1907
SL1344_1843	STM1908
SL1344_1844	STM1909
SL1344_1845	STM1910
SL1344_1846	STM1911
SL1344_1847	STM1912
SL1344_1848	STM1913
SL1344_1849	STM1914
SL1344_1850	STM1915
SL1344_1851	STM1916
SL1344_1852	STM1917
SL1344_1853	STM1918
SL1344_1854	STM1919
SL1344_1855	STM1920
SL1344_1856	STM1921
SL1344_1857	STM1922
SL1344_1858	STM1923
SL1344_1859	STM1924
SL1344_1860	STM1925
SL1344_1861	STM1927
SL1344_1862	STM1928
SL1344_1863	STM1929
SL1344_1864	STM1931
SL1344_1865	STM1932
SL1344_1866	STM1933
SL1344_1867	STM1934
SL1344_1868	STM1935
SL1344_1869	STM1936
SL1344_1870	STM1937
SL1344_1871	STM1938
SL1344_1872	STM1939
SL1344_1873	STM1940
SL1344_1874	STM1941
SL1344_1875	STM1945
SL1344_1876	STM1946
SL1344_1877	STM1947
SL1344_1878	STM1949
SL1344_1879	STM1950
SL1344_1880	STM1951
SL1344_1881	STM1952
SL1344_1882	STM1953
SL1344_1883	STM1954
SL1344_1884	STM1955
SL1344_1885	STM1956
SL1344_1887	STM1958
SL1344_1888	STM1959
SL1344_1889	STM1960
SL1344_1890	STM1961
SL1344_1891	STM1962
SL1344_1892	STM1963
SL1344_1893	STM1964
SL1344_1894	STM1965
SL1344_1895	STM1966
SL1344_1896	STM1967
SL1344_1897	STM1968
SL1344_1898	STM1969
SL1344_1899	STM1970
SL1344_1900	STM1971
SL1344_1901	STM1972
SL1344_1902	STM1973
SL1344_1903	STM1974
SL1344_1904	STM1975
SL1344_1905	STM1976
SL1344_1906	STM1977
SL1344_1907	STM1978
SL1344_1908	STM1979
SL1344_1909	STM1980
SL1344_1910	STM1981
SL1344_1911	STM1982
SL1344_1912	STM1983
SL1344_1913	STM1984
SL1344_ncRNA_127	STM1985
SL1344_1914	STM1986
SL1344_1915	STM1987
SL1344_1916	STM1988
SL1344_1917	STM1989
SL1344_1918	STM1990
SL1344_1919	STM1991
SL1344_1920	STM1992
SL1344_1921	STM1993
SL1344_1922	STM1994
SL1344_1923	STM1995
SL1344_1924	STM1996
SL1344_1925	STM1997
SL1344_1926	STM1998
SL1344_1927	STM1999
SL1344_1977	STM2001
SL1344_1978	STM2003
SL1344_1979	STM2005
SL1344_1981	STM2006
SL1344_1982	STM2007
SL1344_1983	STM2008
SL1344_1986	STM2009
SL1344_1987	STM2011
SL1344_1990	STM2013
SL1344_1991	STM2015
SL1344_1992	STM2016
SL1344_1993	STM2017
SL1344_1994	STM2018
SL1344_1995	STM2019
SL1344_1996	STM2020
SL1344_1997	STM2021
SL1344_1998	STM2022
SL1344_1999	STM2023
SL1344_2000	STM2024
SL1344_2001	STM2025
SL1344_2002	STM2026
SL1344_2003	STM2027
SL1344_2004	STM2028
SL1344_2005	STM2029
SL1344_2006	STM2030
SL1344_2007	STM2031
SL1344_2008	STM2032
SL1344_2009	STM2033
SL1344_2010	STM2034
SL1344_2011	STM2035
SL1344_2012	STM2036
SL1344_2013	STM2037
SL1344_2014	STM2038
SL1344_2015	STM2039
SL1344_2016	STM2040
SL1344_2017	STM2041
SL1344_2018	STM2042
SL1344_2019	STM2043
SL1344_2020	STM2044
SL1344_2021	STM2045
SL1344_2022	STM2046
SL1344_2023	STM2047
SL1344_2024	STM2048
SL1344_2025	STM2049
SL1344_2026	STM2050
SL1344_2027	STM2051
SL1344_2028	STM2052
SL1344_2029	STM2053
SL1344_2030	STM2054
SL1344_2031	STM2055
SL1344_2032	STM2056
SL1344_2033	STM2057
SL1344_2034	STM2058
SL1344_2035	STM2059
SL1344_2036	STM2060
SL1344_2037	STM2061
SL1344_2038	STM2062
SL1344_2039	STM2063
SL1344_2040	STM2064
SL1344_2041	STM2065
SL1344_2043	STM2066
SL1344_2044	STM2067
SL1344_2045	STM2068
SL1344_2046	STM2069
SL1344_2047	STM2070
SL1344_2048	STM2071
SL1344_2049	STM2072
SL1344_2050	STM2073
SL1344_2051	STM2074
SL1344_2052	STM2075
SL1344_2053	STM2076
SL1344_2054	STM2077
SL1344_2055	STM2078
SL1344_2056	STM2079
SL1344_2057	STM2080
SL1344_2058	STM2081
SL1344_2059	STM2082
SL1344_2060	STM2083
SL1344_2061	STM2084
SL1344_2062	STM2085
SL1344_2063	STM2086
SL1344_2064	STM2087
SL1344_2065	STM2088
SL1344_2066	STM2089
SL1344_2067	STM2090
SL1344_2068	STM2091
SL1344_2069	STM2092
SL1344_2070	STM2093
SL1344_2071	STM2094
SL1344_2072	STM2095
SL1344_2073	STM2096
SL1344_2074	STM2097
SL1344_2075	STM2098
SL1344_2076	STM2099
SL1344_2077	STM2100
SL1344_2078	STM2101
SL1344_2079	STM2102
SL1344_2080	STM2103
SL1344_2081	STM2104
SL1344_2082	STM2105
SL1344_2083	STM2106
SL1344_2085	STM2108
SL1344_2086	STM2109
SL1344_2087	STM2110
SL1344_2088	STM2111
SL1344_2089	STM2112
SL1344_2090	STM2113
SL1344_2091	STM2114
SL1344_2092	STM2115
SL1344_2093	STM2116
SL1344_2094	STM2117
SL1344_2095	STM2118
SL1344_2096	STM2119
SL1344_2097	STM2120
SL1344_2098	STM2121
SL1344_2099	STM2122
SL1344_2100	STM2123
SL1344_2101	STM2124
SL1344_2102	STM2125
SL1344_2103	STM2126
SL1344_2104	STM2127
SL1344_2105	STM2128
SL1344_2106	STM2129
SL1344_2107	STM2130
SL1344_2108	STM2131
SL1344_2109	STM2133
SL1344_2110	STM2134
SL1344_2111	STM2135
SL1344_2112	STM2136
SL1344_2113	STM2137
SL1344_2114	STM2138
SL1344_2115	STM2139
SL1344_2117	STM2140
SL1344_2118	STM2141
SL1344_2119	STM2142
SL1344_2120	STM2143
SL1344_2121	STM2144
SL1344_2122	STM2145
SL1344_2123	STM2146
SL1344_2124	STM2147
SL1344_2125	STM2148
SL1344_2126	STM2149
SL1344_2127	STM2150
SL1344_2128	STM2151
SL1344_2129	STM2152
SL1344_2130	STM2153
SL1344_2131	STM2154
SL1344_2132	STM2155
SL1344_2133	STM2156
SL1344_2134	STM2156A
SL1344_2135	STM2157
SL1344_2136	STM2158
SL1344_2137	STM2159
SL1344_2138	STM2160
SL1344_2139	STM2161
SL1344_2140	STM2162
SL1344_2141	STM2163
SL1344_2142	STM2164
SL1344_2143	STM2165
SL1344_2144	STM2166
SL1344_2145	STM2167
SL1344_2146	STM2168
