Locus_tag	Gene_name	Gene_type	Location	EBSS_rep1	EBSS_rep2	WTM_rep1	WTM_rep2
SL1344_1193	STM1257	CDS	chromosome	6.964	8.705	6.652	5.763
SL1344_1194	STM1258	CDS	chromosome	8.402	9.477	5.567	5.030
SL1344_1195	STM1259	CDS	chromosome	5.166	8.474	4.269	4.696
SL1344_1196	STM1260	CDS	chromosome	13.768	18.611	11.479	10.159
SL1344_1197	STM1261	CDS	chromosome	43.728	37.037	35.049	34.226
SL1344_1198	STM1263	CDS	chromosome	290.771	444.062	90.897	72.608
SL1344_1199	aadA	CDS	chromosome	38.695	34.003	34.903	34.611
SL1344_1200	STM1265	CDS	chromosome	15.680	15.657	9.941	12.963
SL1344_1201	STM1266	CDS	chromosome	93.998	77.826	91.176	91.010
SL1344_1202	STM1267	CDS	chromosome	77.021	66.853	53.061	56.992
SL1344_1203	STM1268	CDS	chromosome	77.550	60.640	83.206	73.219
SL1344_1204	aroQ	CDS	chromosome	354.398	460.849	229.275	230.613
SL1344_1205	yeaS	CDS	chromosome	359.912	428.564	329.563	335.250
SL1344_1206	yeaR	CDS	chromosome	56.154	42.843	49.974	49.178
SL1344_1207	yoaG	CDS	chromosome	82.150	70.509	82.722	88.311
SL1344_1208	STM1273	CDS	chromosome	10.173	8.358	8.069	7.996
SL1344_1209	SL1344_1209	CDS	chromosome	74.176	59.756	90.478	74.130
SL1344_1210	yeaQ	CDS	chromosome	205.958	221.542	266.357	243.911
SL1344_1211	yaoF	CDS	chromosome	475.716	585.638	286.725	254.035
SL1344_1212	STM1276	CDS	chromosome	210.572	213.250	204.487	176.963
SL1344_1213	yeaO	CDS	chromosome	52.639	37.739	55.069	50.770
SL1344_1214	yeaN	CDS	chromosome	7.338	5.563	5.934	7.077
SL1344_1215	yeaM	CDS	chromosome	36.021	30.854	33.019	30.671
SL1344_1216	yeaL	CDS	chromosome	24.035	25.951	25.760	24.904
SL1344_1217	yeaK	CDS	chromosome	45.050	51.003	25.703	23.088
SL1344_1218	yeaJ	CDS	chromosome	26.592	32.460	13.726	13.894
SL1344_1219	yeaH	CDS	chromosome	69.665	83.382	61.648	67.087
SL1344_1220	yeaG	CDS	chromosome	97.492	123.445	82.702	77.613
SL1344_1221	mipA	CDS	chromosome	418.641	359.010	459.055	418.145
SL1344_1222	STM1287	CDS	chromosome	7.264	7.087	5.516	5.735
SL1344_1223	STM1288	CDS	chromosome	26.305	25.610	29.281	27.932
SL1344_1224	yeaD	CDS	chromosome	48.231	56.443	55.834	57.480
SL1344_1224A	SL1344_1224A	CDS	chromosome	62.213	60.220	68.206	64.663
SL1344_1225	gapA	CDS	chromosome	1146.970	982.368	1203.646	1152.704
SL1344_1226	yeaA	CDS	chromosome	337.414	270.066	369.238	348.557
SL1344_1227	yeaC	CDS	chromosome	234.994	199.918	208.375	201.906
SL1344_1228	nam	CDS	chromosome	43.234	43.090	38.055	37.658
SL1344_1229	ansA	CDS	chromosome	36.822	36.329	33.610	28.671
SL1344_1230	sppA	CDS	chromosome	31.154	27.518	32.839	30.391
SL1344_1231	ydjA	CDS	chromosome	123.430	120.903	156.229	146.141
SL1344_1232	selD	CDS	chromosome	49.955	45.570	58.926	55.058
SL1344_1233	topB	CDS	chromosome	49.041	46.437	56.833	58.205
SL1344_1234	gdhA	CDS	chromosome	69.586	59.542	93.742	89.223
SL1344_1235	STM1300	CDS	chromosome	89.754	63.136	77.021	65.204
SL1344_1236	STM1301	CDS	chromosome	10.287	12.622	11.264	11.737
SL1344_1237	xthA	CDS	chromosome	55.886	52.938	62.062	55.436
SL1344_1238	argDa	CDS	chromosome	8.756	11.037	9.286	7.990
SL1344_1239	astA	CDS	chromosome	8.289	8.245	6.950	5.911
SL1344_1240	astD	CDS	chromosome	5.435	7.791	4.210	4.369
SL1344_1241	astB	CDS	chromosome	10.050	12.737	7.958	8.161
SL1344_1242	astE	CDS	chromosome	5.883	9.097	5.678	4.512
SL1344_1243	STM1308	CDS	chromosome	87.789	87.798	58.016	57.417
SL1344_1244	STM1309	CDS	chromosome	52.799	52.897	50.212	51.534
SL1344_1245	nadE	CDS	chromosome	110.851	101.771	127.492	119.270
SL1344_1246	osmE	CDS	chromosome	654.951	604.999	855.521	714.003
SL1344_1247	celA	CDS	chromosome	172.644	166.517	173.585	164.285
SL1344_1248	celB	CDS	chromosome	19.991	22.035	17.953	18.030
SL1344_1249	celC	CDS	chromosome	38.424	37.886	34.708	33.361
SL1344_1250	celD	CDS	chromosome	18.641	18.169	17.788	16.268
SL1344_1251	celF	CDS	chromosome	13.082	11.456	9.085	9.849
SL1344_1252	celG	CDS	chromosome	19.629	16.933	20.157	21.961
SL1344_1253	katE	CDS	chromosome	20.944	24.950	16.988	16.452
SL1344_1254	cedA	CDS	chromosome	54.709	51.732	51.693	53.548
SL1344_1255	ydjN	CDS	chromosome	141.175	106.168	165.941	157.606
SL1344_1256	ydjM	CDS	chromosome	12.946	14.649	11.810	14.897
SL1344_1257	yniC	CDS	chromosome	80.412	101.554	79.639	86.701
SL1344_1258	yniB	CDS	chromosome	72.471	61.950	71.925	69.304
SL1344_1259	STM1324	CDS	chromosome	47.444	41.427	53.213	48.077
SL1344_1260	ydiZ	CDS	chromosome	38.248	43.902	46.948	49.331
SL1344_1261	pfkB	CDS	chromosome	43.451	40.202	48.675	46.158
SL1344_1262	ydiY	CDS	chromosome	22.633	19.222	22.880	24.871
SL1344_1263	STM1328	CDS	chromosome	308.586	194.851	358.181	289.851
SL1344_1264	STM1329	CDS	chromosome	188.446	218.357	156.442	129.706
SL1344_1265	STM1330	CDS	chromosome	195.480	236.750	130.972	113.891
SL1344_1266	rfc	CDS	chromosome	42.719	34.235	43.199	46.888
SL1344_1267	thrS	CDS	chromosome	346.504	340.252	314.169	295.074
SL1344_1268	infC	CDS	chromosome	5110.373	3631.589	4143.076	4097.565
SL1344_1269	rpl35	CDS	chromosome	5938.536	4652.036	4766.968	3926.379
SL1344_1270	rpl20	CDS	chromosome	2373.602	1763.929	2080.891	1949.474
SL1344_1271	pheS	CDS	chromosome	93.768	91.998	92.373	88.230
SL1344_1272	pheT	CDS	chromosome	450.864	539.283	370.024	378.994
SL1344_1273	himA	CDS	chromosome	1710.962	1660.714	1371.403	1422.786
SL1344_1274	btuC	CDS	chromosome	29.585	29.796	29.604	27.715
SL1344_1275	btuE	CDS	chromosome	65.636	85.817	62.749	56.662
SL1344_1276	btuD	CDS	chromosome	25.275	27.663	22.206	21.568
SL1344_1277	nlpC	CDS	chromosome	84.191	77.366	69.497	61.743
SL1344_1278	ydiV	CDS	chromosome	57.753	75.435	41.915	41.005
SL1344_1279	ydiU	CDS	chromosome	180.938	184.362	185.242	176.503
SL1344_1280	ydiE	CDS	chromosome	1331.684	983.170	1690.672	1445.755
SL1344_1281	aroH	CDS	chromosome	22.811	22.744	23.841	24.429
SL1344_1282	ydiA	CDS	chromosome	33.920	30.820	35.144	28.664
SL1344_1283	pps	CDS	chromosome	91.819	104.757	87.306	83.839
SL1344_1284	ydiD	CDS	chromosome	6.641	6.290	6.821	6.875
SL1344_1285	ydiT	CDS	chromosome	5.258	7.735	4.610	5.279
SL1344_1286	ydiS	CDS	chromosome	4.865	5.340	4.077	3.989
SL1344_1287	ydiR	CDS	chromosome	50.847	55.278	35.156	40.925
SL1344_1288	ydiQ	CDS	chromosome	0.935	0.635	0.947	0.566
SL1344_1289	ydiP	CDS	chromosome	2.602	2.409	2.832	2.479
SL1344_1290	ydiO	CDS	chromosome	13.452	10.890	14.131	13.316
SL1344_1291	ydiF	CDS	chromosome	2.204	1.841	2.043	1.889
SL1344_1292	aroD	CDS	chromosome	24.364	19.727	25.019	23.612
SL1344_1293	aroE	CDS	chromosome	9.650	8.841	10.634	9.931
SL1344_1294	ydiN	CDS	chromosome	0.348	0.419	0.308	0.465
SL1344_1296	ydiM	CDS	chromosome	1.244	2.108	2.037	1.502
SL1344_1297	ydiL	CDS	chromosome	3.650	5.394	3.653	3.648
SL1344_1298	ydiK	CDS	chromosome	27.595	27.583	33.557	29.898
SL1344_1299	ydiJ	CDS	chromosome	57.211	63.221	58.822	59.040
SL1344_1300	STM1366	CDS	chromosome	73.296	94.370	75.526	68.149
SL1344_1301	ydiH	CDS	chromosome	741.844	659.181	830.351	826.807
SL1344_1302	STM1368	CDS	chromosome	4.734	5.159	4.902	4.741
SL1344_1303	sufA	CDS	chromosome	469.986	427.992	681.196	652.538
SL1344_1304	sufB	CDS	chromosome	282.302	230.059	371.429	380.479
SL1344_1305	sufC	CDS	chromosome	328.881	260.296	453.791	439.659
SL1344_1306	sufD	CDS	chromosome	317.525	235.500	388.470	380.742
SL1344_1307	sufS	CDS	chromosome	213.140	201.330	303.709	300.316
SL1344_1308	ynhA	CDS	chromosome	281.737	243.620	436.206	420.437
SL1344_1309	ynhG	CDS	chromosome	149.648	143.257	207.170	215.733
SL1344_1310	lppB	CDS	chromosome	18.437	12.669	14.427	14.674
SL1344_1311	lpp	CDS	chromosome	25588.107	23954.490	32054.921	35916.077
SL1344_1312	pykF	CDS	chromosome	147.845	154.395	138.785	131.940
SL1344_1313	orf48	CDS	chromosome	7.102	7.034	4.893	4.774
SL1344_1314	orf32	CDS	chromosome	2.291	3.544	1.561	1.569
SL1344_1315	orf245	CDS	chromosome	3.037	4.986	1.218	1.456
SL1344_1316	orf408	CDS	chromosome	1.417	1.832	0.602	0.681
SL1344_1317	ttrA	CDS	chromosome	1.678	1.618	1.236	1.647
SL1344_1318	ttrC	CDS	chromosome	0.453	0.649	0.499	0.554
SL1344_1319	ttrB	CDS	chromosome	0.924	0.814	0.927	0.476
SL1344_1320	ttrS	CDS	chromosome	39.102	44.940	43.814	40.187
SL1344_1321	ttrR	CDS	chromosome	22.498	26.031	25.454	22.629
SL1344_1322	orf70	CDS	chromosome	215.729	163.381	199.477	187.054
SL1344_1323	orf319	CDS	chromosome	79.466	69.679	96.738	95.037
SL1344_1324	orf242	CDS	chromosome	47.764	51.382	33.284	29.108
SL1344_1325	ssrB	CDS	chromosome	212.826	235.154	129.834	105.484
SL1344_1326	spiR	CDS	chromosome	65.571	72.158	41.723	35.316
SL1344_1327	ssaB	CDS	chromosome	126.177	183.813	69.338	53.602
SL1344_1328	ssaC	CDS	chromosome	183.699	250.325	79.497	66.311
SL1344_1329	ssaD	CDS	chromosome	462.064	685.147	202.068	166.362
SL1344_1330	ssaE	CDS	chromosome	1389.514	2066.453	668.030	520.562
SL1344_1330A	STM1331	CDS	chromosome	75.705	82.577	51.542	42.676
SL1344_1331	sseA	CDS	chromosome	1248.415	1748.993	539.792	435.566
SL1344_1332	sseBa	CDS	chromosome	2023.073	2713.044	848.428	622.597
SL1344_1333	sscA	CDS	chromosome	974.471	1482.211	378.570	302.696
SL1344_1334	sseC	CDS	chromosome	2196.990	3016.986	786.630	608.236
SL1344_1335	sseD	CDS	chromosome	909.303	1721.370	353.217	320.855
SL1344_1336	sseE	CDS	chromosome	830.847	1403.941	277.770	228.487
SL1344_1337	sscB	CDS	chromosome	687.192	948.019	200.687	171.349
SL1344_1338	sseF	CDS	chromosome	223.487	376.963	66.364	54.791
SL1344_1339	sseG	CDS	chromosome	140.583	235.955	48.410	46.843
SL1344_1340	ssaG	CDS	chromosome	1448.875	1726.092	632.491	471.435
SL1344_1341	ssaH	CDS	chromosome	805.044	1229.011	382.595	317.688
SL1344_1342	ssaI	CDS	chromosome	1467.081	1802.608	531.474	401.105
SL1344_1343	ssaJ	CDS	chromosome	1321.288	1789.742	474.558	419.576
SL1344_1344	STM1410	CDS	chromosome	726.218	1199.813	282.852	234.979
SL1344_1345	ssaK	CDS	chromosome	609.121	849.381	208.163	183.732
SL1344_1346	ssaL	CDS	chromosome	994.636	1469.430	362.637	294.206
SL1344_1347	ssaM	CDS	chromosome	739.148	1067.313	263.750	192.332
SL1344_1348	ssaV	CDS	chromosome	447.132	672.760	151.991	130.435
SL1344_1349	ssaN	CDS	chromosome	637.484	972.968	235.607	194.380
SL1344_1350	ssaO	CDS	chromosome	347.305	492.899	124.723	97.271
SL1344_1351	ssaP	CDS	chromosome	402.487	594.344	126.007	117.349
SL1344_1352	ssaQ	CDS	chromosome	400.421	628.273	140.102	117.515
SL1344_1353	ssaR	CDS	chromosome	908.812	1222.767	421.288	303.098
SL1344_1354	ssaS	CDS	chromosome	362.073	542.689	139.229	129.103
SL1344_1355	ssaT	CDS	chromosome	352.548	596.642	145.782	125.577
SL1344_1356	ssaU	CDS	chromosome	410.091	613.362	125.192	117.913
SL1344_1357	norM	CDS	chromosome	26.720	24.472	26.587	25.587
SL1344_1358	ribE	CDS	chromosome	176.496	190.556	147.330	154.616
SL1344_1359	cfa	CDS	chromosome	63.738	61.775	66.739	71.222
SL1344_1360	ydhC	CDS	chromosome	12.946	12.203	12.419	11.012
SL1344_1361	ydhB	CDS	chromosome	18.101	17.801	19.275	19.225
SL1344_1362	purR	CDS	chromosome	63.186	58.622	67.023	68.561
SL1344_1362A	ynhF	CDS	chromosome	2740.445	2670.901	2737.433	2297.706
SL1344_1363	sodB	CDS	chromosome	159.299	224.513	81.029	80.252
SL1344_1364	ydhO	CDS	chromosome	36.567	44.228	24.926	25.551
SL1344_1365	ydhD	CDS	chromosome	665.536	623.790	594.579	587.888
SL1344_1366	rnt	CDS	chromosome	80.573	74.759	73.646	77.651
SL1344_1367	gloA	CDS	chromosome	166.993	150.674	199.593	197.282
SL1344_1368	nemA	CDS	chromosome	17.845	17.872	18.554	18.102
SL1344_1369	ydhM	CDS	chromosome	26.279	23.592	24.693	25.418
SL1344_1370	ydhL	CDS	chromosome	33.654	41.520	40.261	40.539
SL1344_1371	ydhF	CDS	chromosome	48.082	43.126	59.785	54.066
SL1344_1372	sodCb	CDS	chromosome	56.859	70.778	68.027	70.952
SL1344_1373	STM1441	CDS	chromosome	15.506	18.224	11.249	10.526
SL1344_1374	ydhJ	CDS	chromosome	20.206	22.702	13.390	13.957
SL1344_1375	ydhI	CDS	chromosome	37.749	32.990	34.032	32.741
SL1344_1376	slyA	CDS	chromosome	819.545	902.908	624.270	644.807
SL1344_1377	slyB	CDS	chromosome	1124.869	1055.987	1310.769	1349.737
SL1344_1378	anmK	CDS	chromosome	21.218	22.727	21.362	20.588
SL1344_1379	mliC	CDS	chromosome	63.356	62.406	69.379	71.446
SL1344_1380	pdxH	CDS	chromosome	56.822	46.201	51.352	50.968
SL1344_1381	tyrS	CDS	chromosome	194.747	159.677	182.621	174.269
SL1344_1382	pdxY	CDS	chromosome	45.603	46.947	45.015	50.226
SL1344_1383	gst	CDS	chromosome	72.446	51.186	83.002	66.190
SL1344_1384	tppB	CDS	chromosome	63.204	43.569	59.954	53.229
SL1344_1385	nth	CDS	chromosome	71.520	75.567	54.968	49.835
SL1344_1386	rnfE	CDS	chromosome	87.637	91.953	63.809	62.704
SL1344_1387	rnfG	CDS	chromosome	72.625	83.400	61.374	55.604
SL1344_1388	rnfD	CDS	chromosome	62.951	69.848	48.891	41.047
SL1344_1389	rnfC	CDS	chromosome	60.708	58.068	47.755	46.389
SL1344_1390	rnfB	CDS	chromosome	70.418	75.328	55.883	62.344
SL1344_1391	rnfA	CDS	chromosome	143.296	154.709	120.090	133.378
SL1344_1392	ydgK	CDS	chromosome	264.389	247.164	212.411	189.490
SL1344_1393	ydgT	CDS	chromosome	509.427	504.599	412.368	347.283
SL1344_1393A	blr	CDS	chromosome	246.600	278.624	242.417	242.547
SL1344_1394	ydgJ	CDS	chromosome	71.984	74.566	70.079	65.165
SL1344_1395	add	CDS	chromosome	97.695	100.877	98.790	86.764
SL1344_1396	ydgA	CDS	chromosome	84.719	96.040	73.745	72.367
SL1344_1397	manA	CDS	chromosome	31.745	28.984	31.063	27.992
SL1344_1398	fumA	CDS	chromosome	172.394	178.095	151.281	110.499
SL1344_1400	fumC	CDS	chromosome	58.657	65.769	50.450	47.870
SL1344_1401	tus	CDS	chromosome	11.968	10.000	12.352	11.681
SL1344_1402	rstB	CDS	chromosome	8.341	9.537	8.308	8.275
SL1344_1403	STM1472	CDS	chromosome	1.381	1.497	1.509	1.259
SL1344_1404	ompN	CDS	chromosome	3.953	6.151	3.219	3.711
SL1344_1405	rstA	CDS	chromosome	344.331	348.425	301.626	324.785
SL1344_1406	ydgC	CDS	chromosome	36.231	35.132	37.545	45.922
SL1344_1407	ydgI	CDS	chromosome	10.507	11.528	10.034	10.250
SL1344_1408	ydgH	CDS	chromosome	113.853	112.369	117.701	118.273
SL1344_1409	pntA	CDS	chromosome	138.002	139.009	155.289	143.644
SL1344_1410	pntB	CDS	chromosome	137.738	155.843	163.536	163.555
SL1344_1411	tqsA	CDS	chromosome	16.504	14.763	14.730	14.966
SL1344_1412	ydgF	CDS	chromosome	103.908	78.834	93.350	99.729
SL1344_1413	ydgE	CDS	chromosome	28.575	24.776	25.417	28.126
SL1344_1414	STM1484	CDS	chromosome	33.804	38.917	31.869	27.085
SL1344_1414A	ydgU	CDS	chromosome	82.813	132.012	42.817	49.030
SL1344_1415	asr	CDS	chromosome	379.140	567.315	169.613	159.486
SL1344_1416	ynfM	CDS	chromosome	22.004	20.009	25.150	28.678
SL1344_1417	ynfL	CDS	chromosome	9.318	9.312	9.961	10.578
SL1344_1418	mlc	CDS	chromosome	126.130	110.029	118.595	131.576
SL1344_1419	bioDb	CDS	chromosome	61.801	54.479	55.609	59.904
SL1344_1420	clcB	CDS	chromosome	8.868	8.873	9.571	10.064
SL1344_1421	STM1491	CDS	chromosome	16.431	20.503	11.785	11.156
SL1344_1422	STM1492	CDS	chromosome	6.739	9.266	7.124	7.553
SL1344_1423	STM1493	CDS	chromosome	5.328	4.923	3.671	2.694
SL1344_1424	STM1494	CDS	chromosome	7.447	7.223	6.040	4.743
SL1344_1425	ynfI	CDS	chromosome	53.036	59.618	56.321	50.008
SL1344_1426	STM1496	CDS	chromosome	29.390	32.445	25.151	22.923
SL1344_1427	STM1497	CDS	chromosome	1.298	2.915	1.672	1.449
SL1344_1428	dmsA2	CDS	chromosome	2.463	2.234	1.857	1.825
SL1344_1429	dmsA1	CDS	chromosome	5.365	4.625	4.517	5.659
SL1344_1430	ynfD	CDS	chromosome	102.931	82.854	118.307	95.522
SL1344_1431	ynfC	CDS	chromosome	60.760	49.611	68.592	64.954
SL1344_1432	speG	CDS	chromosome	129.957	103.433	121.069	128.635
SL1344_1433	ynfB	CDS	chromosome	212.837	183.562	220.335	192.070
SL1344_1434	ynfA	CDS	chromosome	17.964	17.503	17.894	15.424
SL1344_1435	rspA	CDS	chromosome	4.119	3.028	3.192	3.156
SL1344_1436	rspB	CDS	chromosome	2.179	2.305	2.381	2.355
SL1344_1437	ydfJ	CDS	chromosome	3.249	3.814	3.190	2.747
SL1344_1438	ydfI	CDS	chromosome	20.311	25.777	15.808	15.136
SL1344_1439	ydfZ	CDS	chromosome	17.997	24.298	17.236	21.213
SL1344_1440	ydfH	CDS	chromosome	111.270	124.741	86.655	78.326
SL1344_1441	ydfG	CDS	chromosome	175.693	183.746	184.075	178.588
SL1344_1442	dcp	CDS	chromosome	26.124	28.690	29.271	29.012
SL1344_1443	STM1513	CDS	chromosome	81.938	96.618	79.935	98.504
SL1344_1444	ydeJ	CDS	chromosome	12.223	14.034	11.743	9.213
SL1344_1445	ydeI	CDS	chromosome	42.973	45.510	42.549	35.616
SL1344_1446	ydeE	CDS	chromosome	12.850	11.571	16.199	15.375
SL1344_1447	ydeD	CDS	chromosome	22.084	22.693	31.537	34.273
SL1344_1448	marB	CDS	chromosome	17.355	16.206	17.272	18.515
SL1344_1449	marA	CDS	chromosome	19.125	13.562	13.386	11.517
SL1344_1450	marR	CDS	chromosome	12.838	10.984	12.927	15.025
SL1344_1451	marC	CDS	chromosome	124.701	179.622	88.985	88.593
SL1344_1452	sotB	CDS	chromosome	17.328	14.331	18.457	19.721
SL1344_1453	yneJ	CDS	chromosome	10.890	8.663	8.793	8.786
SL1344_1454	yneI	CDS	chromosome	8.959	10.228	7.787	8.294
SL1344_1455	yneH	CDS	chromosome	15.592	15.435	15.027	16.049
SL1344_1456	yneG	CDS	chromosome	10.628	10.646	10.885	11.482
SL1344_1457	STM1527	CDS	chromosome	52.880	43.897	55.500	66.115
SL1344_1458	STM1528	CDS	chromosome	8.968	10.164	8.650	6.321
SL1344_1459	STM1530	CDS	chromosome	6.669	5.326	7.601	7.234
SL1344_1460	hypA	CDS	chromosome	18.024	24.729	11.184	8.988
SL1344_1461	STM1532	CDS	chromosome	19.693	25.608	11.425	10.536
SL1344_1462	hyaF2	CDS	chromosome	31.714	42.849	19.258	19.489
SL1344_1463	hyaE2	CDS	chromosome	19.417	22.442	11.592	9.730
SL1344_1464	STM1535	CDS	chromosome	26.988	29.809	13.778	13.181
SL1344_1465	hyaD2	CDS	chromosome	32.554	41.452	24.328	22.053
SL1344_1466	hyaC2	CDS	chromosome	34.387	46.259	27.724	24.108
SL1344_1467	hyaB2	CDS	chromosome	17.415	25.707	9.051	7.730
SL1344_1468	hyaA2	CDS	chromosome	13.582	19.487	6.382	5.799
SL1344_1469	STM1540	CDS	chromosome	73.399	97.476	34.583	37.224
SL1344_1470	STM1541	CDS	chromosome	116.341	103.724	145.426	138.342
SL1344_1471	STM1542	CDS	chromosome	79.628	142.471	28.292	26.572
SL1344_1472	STM1543	CDS	chromosome	93.718	164.521	34.734	26.471
SL1344_1473	pqaA	CDS	chromosome	88.363	133.710	36.167	32.432
SL1344_1474	STM1545	CDS	chromosome	8.230	10.039	4.981	4.686
SL1344_1475	STM1546	CDS	chromosome	4.392	4.775	3.157	5.142
SL1344_1476	STM1547	CDS	chromosome	34.774	35.008	34.086	37.046
SL1344_1477	STM1548	CDS	chromosome	256.210	388.371	101.248	110.204
SL1344_1478	STM1549	CDS	chromosome	67.383	54.770	48.175	50.430
SL1344_1479	STM1550	CDS	chromosome	242.657	141.112	192.216	161.475
SL1344_1480	STM1551	CDS	chromosome	486.802	394.240	515.683	564.172
SL1344_1481	SL1344_1481	CDS	chromosome	11.838	9.361	9.511	7.260
SL1344_1482	STM1552	CDS	chromosome	13.987	12.761	12.018	11.984
SL1344_1483	STM1553	CDS	chromosome	0.657	0.608	0.411	0.761
SL1344_1484	STM1554	CDS	chromosome	38.962	28.843	40.526	36.192
SL1344_1485	STM1555	CDS	chromosome	9.432	9.429	9.506	8.853
SL1344_1486	STM1556	CDS	chromosome	7.772	7.813	6.544	5.498
SL1344_1487	STM1557	CDS	chromosome	9.316	10.747	9.482	9.068
SL1344_1488	STM1558	CDS	chromosome	20.999	27.840	16.433	15.627
SL1344_1489	STM1559	CDS	chromosome	7.320	10.447	5.200	5.045
SL1344_1490	STM1560	CDS	chromosome	7.729	11.766	5.684	5.994
SL1344_1491	STM1561	CDS	chromosome	6.785	10.337	6.317	6.683
SL1344_1492	hdeB	CDS	chromosome	29.980	23.073	23.994	21.524
SL1344_1493	osmC	CDS	chromosome	187.863	224.988	170.735	152.263
SL1344_1494	yddX	CDS	chromosome	22.365	25.314	22.243	23.765
SL1344_1495	rpsV	CDS	chromosome	526.823	416.264	639.512	642.282
SL1344_1496	sfcA	CDS	chromosome	54.168	59.408	50.298	45.242
SL1344_1497	adhP	CDS	chromosome	75.963	95.939	56.480	55.132
SL1344_1498	fdnI	CDS	chromosome	34.553	30.048	36.414	34.772
SL1344_1499	fdnH	CDS	chromosome	15.786	14.666	15.073	12.309
SL1344_1500	fdnG	CDS	chromosome	11.183	9.322	9.885	8.896
SL1344_1502	yddG	CDS	chromosome	3.373	2.602	3.969	3.798
SL1344_1503	ompD	CDS	chromosome	814.071	542.454	846.677	670.354
SL1344_1504	STM1573	CDS	chromosome	29.883	21.669	30.431	24.972
SL1344_1505	smvA	CDS	chromosome	31.868	31.389	39.269	48.036
SL1344_1506	STM1575	CDS	chromosome	109.664	87.464	107.223	111.750
SL1344_1507	narU	CDS	chromosome	4.229	6.107	3.014	2.535
SL1344_1508	narZ	CDS	chromosome	5.925	8.517	3.910	4.029
SL1344_1509	narY	CDS	chromosome	8.079	12.354	4.995	4.115
SL1344_1510	narW	CDS	chromosome	7.774	10.095	3.336	4.438
SL1344_1511	narV	CDS	chromosome	11.009	18.084	11.292	9.488
SL1344_1512	yddE	CDS	chromosome	28.315	28.866	28.792	25.972
SL1344_1513	nhoA	CDS	chromosome	26.084	24.403	25.286	26.211
SL1344_1514	steA	CDS	chromosome	541.230	551.540	471.892	424.850
SL1344_1515	ansP	CDS	chromosome	25.040	23.533	22.565	20.915
SL1344_1516	STM1585	CDS	chromosome	93.134	80.105	100.229	101.768
SL1344_1517	STM1586	CDS	chromosome	804.547	596.809	1055.676	987.290
SL1344_1518	yncD	CDS	chromosome	4.956	6.505	5.264	5.642
SL1344_1519	yncC	CDS	chromosome	6.209	6.138	4.715	6.856
SL1344_1520	yncB	CDS	chromosome	96.876	101.120	91.744	82.633
SL1344_1521	yncA	CDS	chromosome	43.552	32.879	50.690	48.295
SL1344_1522	ydcZ	CDS	chromosome	36.456	35.771	61.047	64.265
SL1344_1523	ydcY	CDS	chromosome	219.986	148.937	200.616	189.654
SL1344_1524	srfA	CDS	chromosome	41.559	27.544	37.058	37.023
SL1344_1525	srfB	CDS	chromosome	26.056	18.422	25.792	22.253
SL1344_1526	srfC	CDS	chromosome	24.035	17.546	23.437	20.731
SL1344_1527	ydcX	CDS	chromosome	137.604	129.689	98.720	105.926
SL1344_1528	ydcW	CDS	chromosome	125.373	188.679	60.660	57.233
SL1344_1529	ydcR	CDS	chromosome	112.359	168.437	58.202	60.443
SL1344_1530	pdgL	CDS	chromosome	169.873	244.173	88.494	82.257
SL1344_1530A	STM1600	CDS	chromosome	402.774	487.233	170.222	145.024
SL1344_1531	ugtL	CDS	chromosome	868.668	1203.061	465.235	383.455
SL1344_1532	sifB	CDS	chromosome	370.979	513.647	104.003	89.440
SL1344_1533	yncJ	CDS	chromosome	278.052	406.378	109.221	108.526
SL1344_1534	ydcP	CDS	chromosome	14.967	13.159	14.110	14.687
SL1344_1535	ydcN	CDS	chromosome	38.502	32.640	44.884	45.239
SL1344_1536	STM1606	CDS	chromosome	22.093	21.325	22.219	24.782
SL1344_1537	STM1607	CDS	chromosome	91.850	91.433	123.811	127.632
SL1344_1538	tehB	CDS	chromosome	74.606	59.362	82.657	79.511
SL1344_1539	tehA	CDS	chromosome	58.979	42.055	62.297	57.320
SL1344_1540	ydcK	CDS	chromosome	7.249	7.501	7.360	7.393
SL1344_1541	rimL	CDS	chromosome	32.921	31.513	37.378	35.537
SL1344_1542	STM1612	CDS	chromosome	2.659	3.174	3.418	2.187
SL1344_1543	STM1613	CDS	chromosome	1.987	1.812	1.142	0.952
SL1344_1544	STM1614	CDS	chromosome	5.926	7.370	4.330	4.418
SL1344_1545	STM1615	CDS	chromosome	6.992	8.169	4.573	5.233
SL1344_1546	STM1616	CDS	chromosome	7.103	7.759	4.381	3.884
SL1344_1547	STM1617	CDS	chromosome	5.831	5.772	3.498	2.782
SL1344_1548	STM1618	CDS	chromosome	13.394	16.614	11.251	10.137
SL1344_1549	aac	CDS	chromosome	29.779	34.593	28.434	32.298
SL1344_1550	STM1620	CDS	chromosome	3.084	3.908	3.391	3.399
SL1344_1551	STM1621	CDS	chromosome	5.770	3.549	3.588	4.663
SL1344_1552	ydcG	CDS	chromosome	24.714	25.520	27.894	25.880
SL1344_1553	STM1623	CDS	chromosome	15.776	18.338	14.230	14.003
SL1344_1554	STM1624	CDS	chromosome	19.927	25.037	14.419	12.480
SL1344_1555	ydcI	CDS	chromosome	174.995	152.032	179.663	125.838
SL1344_1556	trg	CDS	chromosome	10.648	8.705	12.281	10.334
SL1344_1557	adhC	CDS	chromosome	46.503	57.472	45.406	43.927
